BearID,Year,Capture date,Ageclass,Sex,OW_50prct,OW_15prct,Meltseason,Bearded_seal,Ringed_seal,Beluga_whale,Bowhead_whale,Seabird_nestling
6336,2005,2005-04-14,Adult,Female,121,67,137,0,23.4,0.43,53.74,22.44
20886,2007,2007-04-11,Adult,Male,104,37,120,0,29.74,0,47.88,22.39
20519,2013,2013-04-13,Adult,Female,127,88,168,10.5,17.37,0,49.84,22.3
21219,2010,2010-04-18,Adult,Female,135,88,148,0,67.14,0,10.69,22.18
20485,2010,2010-03-31,Adult,Female,135,88,148,11.13,66.73,0,0,22.16
21245,2011,2011-04-06,Subadult,Female,147,83,163,19.54,43.52,0,14.81,22.14
20725,2004,2004-04-19,Adult,Male,131,57,138,40.11,20.17,5.41,12.3,22.03
20934,2008,2008-04-14,Subadult,Female,158,89,147,0,12.47,65.51,0,22.02
6836,2005,2005-04-23,Adult,Female,121,67,137,5.11,72.92,0,0,21.98
21361,2013,2013-04-27,Subadult,Female,127,88,168,0,64.81,9.67,3.6,21.92
20762,2005,2005-03-29,Adult,Male,121,67,137,9.57,48.12,0,20.45,21.87
32376,2010,2010-03-31,Adult,Male,135,88,148,14.34,50.67,0,13.15,21.85
21385,2014,2014-04-20,Subadult,Female,121,72,115,0,75.05,0.64,2.52,21.79
20955,2008,2008-05-12,Adult,Female,158,89,147,13.94,64.42,0,0,21.65
21153,2015,2015-04-11,Adult,Male,114,69,144,8.23,37.47,0,32.7,21.62
20983,2014,2014-04-26,Adult,Male,121,72,115,0,51.23,0,27.18,21.6
20665,2004,2004-03-30,Adult,Male,131,57,138,5.63,52.14,0,20.63,21.6
20528,2010,2010-04-05,Adult,Female,135,88,148,26.7,49.83,0,1.94,21.53
20213,2004,2004-03-26,Adult,Female,131,57,138,1.13,57.5,0.18,19.69,21.51
21229,2011,2011-03-23,Adult,Female,147,83,163,0,63.12,15.4,0,21.49
10105,2005,2005-04-25,Adult,Male,121,67,137,16.47,4.7,0,57.6,21.24
32600,2007,2007-04-26,Subadult,Male,104,37,120,0,36.13,32.23,10.43,21.22
20218,2005,2005-04-29,Adult,Male,121,67,137,0,53.15,1.95,23.83,21.07
20896,2007,2007-04-25,Adult,Male,104,37,120,5.16,68.45,0,5.44,20.95
21152,2010,2010-03-28,Adult,Female,135,88,148,11.32,42.79,0,25.18,20.72
20764,2009,2009-05-01,Adult,Female,120,66,174,17.29,60.16,0,2,20.56
21363,2014,2014-03-30,Subadult,Male,121,72,115,17.33,38.51,0,23.68,20.48
20475,2010,2010-04-13,Adult,Male,135,88,148,53.04,4.72,0,21.88,20.37
20791,2005,2005-04-13,Adult,Female,121,67,137,0,71.35,8.35,0,20.3
20195,2009,2009-04-17,Adult,Male,120,66,174,15.59,46.93,0,17.39,20.1
20733,2009,2009-04-02,Adult,Male,120,66,174,0,6.08,0,73.97,19.95
20758,2006,2006-04-12,Subadult,Female,135,65,160,7.83,65.95,0,6.3,19.94
20901,2007,2007-05-07,Adult,Female,104,37,120,22.43,54.86,0,2.8,19.92
20734,2007,2007-05-04,Adult,Female,104,37,120,18.64,50.32,0,11.15,19.9
20486,2005,2005-04-28,Adult,Male,121,67,137,5.25,46.54,0,28.39,19.83
32366,2015,2015-05-06,Adult,Female,114,69,144,0,31.15,11.1,37.94,19.82
20573,2009,2009-04-08,Adult,Female,120,66,174,8.69,50.34,9.72,11.49,19.77
20969,2014,2014-04-28,Adult,Male,121,72,115,77.04,0,0,3.22,19.75
20961,2013,2013-04-13,Adult,Female,127,88,168,9.5,58.78,0,12,19.73
20598,2006,2006-04-06,Adult,Female,135,65,160,16.82,60.27,0,3.23,19.69
21344,2013,2013-04-13,Adult,Male,127,88,168,0,32.33,19.18,28.86,19.64
6700,2011,2011-04-01,Adult,Female,147,83,163,0,36.68,25.05,18.65,19.63
20880,2007,2007-04-05,Adult,Male,104,37,120,0,11.05,9.34,60.06,19.57
20232,2005,2005-04-26,Adult,Female,121,67,137,15.06,65.49,0,0,19.46
20751,2009,2009-04-30,Adult,Male,120,66,174,0,24.31,40.95,15.44,19.3
20735,2008,2008-04-10,Adult,Female,158,89,147,9.63,43.69,0,27.65,19.04
20753,2014,2014-04-19,Adult,Male,121,72,115,41.44,22.06,0,17.54,18.98
20840,2006,2006-04-25,Adult,Female,135,65,160,0,44.22,0.32,36.51,18.95
20885,2007,2007-04-10,Adult,Male,104,37,120,41.95,39.15,0,0,18.91
22315,2016,2016-03-28,Subadult,Male,139,95,169,41.42,39.5,0,0.24,18.85
20534,2009,2009-04-27,Adult,Female,120,66,174,1.97,63.19,0,16.11,18.74
21024,2010,2010-03-26,Adult,Female,135,88,148,21.94,55.18,0,4.3,18.59
20700,2004,2004-04-09,Subadult,Female,131,57,138,0,48.21,33.3,0,18.5
21228,2011,2011-03-25,Adult,Male,147,83,163,65.78,15.8,0,0,18.42
21329,2013,2013-03-28,Adult,Male,127,88,168,73.45,3.61,0,4.68,18.27
21047,2013,2013-03-27,Subadult,Male,127,88,168,18.98,14.67,0,48.23,18.13
20928,2009,2009-04-30,Adult,Male,120,66,174,12.59,42,0,27.3,18.13
21326,2013,2013-03-25,Subadult,Male,127,88,168,0.42,81.46,0,0,18.12
32261,2014,2014-04-09,Adult,Male,121,72,115,17.57,55.34,0,9.1,18
21388,2016,2016-04-21,Subadult,Male,139,95,169,5,48.44,0,28.69,17.88
21236,2011,2011-03-28,Subadult,Female,147,83,163,18.02,62.18,0,2.05,17.76
20992,2010,2010-04-01,Adult,Female,135,88,148,0.41,80.09,0,1.83,17.69
32227,2013,2013-04-22,Adult,Female,127,88,168,0,63.29,3.05,16.41,17.26
20919,2008,2008-04-03,Adult,Female,158,89,147,24.35,57,0,1.44,17.22
20539,2004,2004-04-23,Adult,Male,131,57,138,29.83,32.66,0,20.31,17.21
20866,2007,2007-03-30,Adult,Female,104,37,120,13.83,64.96,0,4.03,17.19
21007,2009,2009-04-04,Adult,Male,120,66,174,0,70.52,0.88,11.45,17.16
21347,2013,2013-04-16,Subadult,Female,127,88,168,0.31,77.99,0,4.63,17.07
21015,2014,2014-04-10,Adult,Female,121,72,115,0,45.99,7.42,29.58,17.02
20655,2004,2004-03-26,Subadult,Female,131,57,138,0,54.28,0,28.72,17
20170,2005,2005-04-28,Adult,Male,121,67,137,26.03,49.64,0,7.34,17
20892,2007,2007-04-13,Adult,Female,104,37,120,8.11,69.71,0,5.24,16.95
2012027,2012,2012-05-04,Adult,Female,136,100,164,21.34,61.95,0,0,16.72
2012003,2012,2012-03-25,Adult,Female,136,100,164,12.94,68.34,0,2.07,16.66
20173,2005,2005-04-06,Adult,Male,121,67,137,83.43,0,0,0,16.58
20715,2004,2004-04-16,Subadult,Female,131,57,138,22.99,60.3,0,0.34,16.38
20663,2004,2004-03-28,Adult,Female,131,57,138,0,70.9,0,12.79,16.32
20784,2005,2005-04-12,Adult,Female,121,67,137,7.33,74.48,0,1.9,16.31
20776,2008,2008-04-13,Adult,Female,158,89,147,20.45,63.38,0,0,16.18
20765,2005,2005-03-31,Adult,Male,121,67,137,1.22,80.89,0,1.74,16.15
21032,2009,2009-05-06,Subadult,Male,120,66,174,24.5,42.29,0,17.09,16.13
2012014,2012,2012-04-30,Adult,Female,136,100,164,11.71,72.2,0,0,16.09
20459,2007,2007-03-31,Adult,Female,104,37,120,0,44.63,39.36,0,16.02
21386,2014,2014-04-20,Subadult,Female,121,72,115,24.52,59.51,0,0,15.98
20769,2005,2005-04-05,Adult,Female,121,67,137,0,63.75,0,20.33,15.93
20132,2010,2010-04-22,Adult,Female,135,88,148,0,0,84.15,0,15.85
20713,2004,2004-04-14,Adult,Female,131,57,138,0,15.51,68.68,0,15.82
20606,2010,2010-04-11,Adult,Male,135,88,148,0,0.71,29.98,53.52,15.79
21376,2014,2014-04-11,Adult,Female,121,72,115,15.57,68.73,0,0,15.71
20876,2007,2007-04-01,Adult,Female,104,37,120,0,71.03,6.67,6.66,15.66
20910,2007,2007-05-09,Adult,Female,104,37,120,44.8,39.63,0,0,15.58
21367,2014,2014-04-07,Subadult,Male,121,72,115,0,75.88,0,8.55,15.57
20823,2006,2006-04-16,Subadult,Female,135,65,160,0,77.12,1.27,6.1,15.52
20678,2005,2005-04-15,Adult,Male,121,67,137,15.46,64.48,0,4.54,15.52
20571,2009,2009-04-17,Adult,Male,120,66,174,12.88,60.11,0.51,11.32,15.19
21382,2014,2014-04-15,Adult,Female,121,72,115,0,78.01,5.97,0.88,15.15
21340,2015,2015-04-15,Adult,Female,114,69,144,15.03,69.84,0,0,15.14
20886,2009,2009-05-10,Adult,Male,120,66,174,22.03,53.92,0,8.93,15.13
20334,2009,2009-04-10,Adult,Male,120,66,174,2.78,32.25,0,49.87,15.12
20586,2005,2005-04-17,Adult,Female,121,67,137,0,50.93,0.79,33.19,15.1
20525,2013,2013-04-17,Adult,Female,127,88,168,0,40.31,8.83,35.9,14.97
20189,2006,2006-04-03,Adult,Male,135,65,160,6.61,34.65,0,43.81,14.94
20933,2008,2008-04-14,Adult,Male,158,89,147,55.81,29.29,0,0,14.91
21307,2014,2014-04-13,Adult,Female,121,72,115,10.69,70.9,0,3.54,14.87
21358,2014,2014-04-14,Subadult,Female,121,72,115,11.77,52.49,0,20.97,14.79
20733,2006,2006-04-12,Subadult,Male,135,65,160,6.38,35.21,0,43.69,14.73
20132,2009,2009-04-28,Adult,Female,120,66,174,15.81,62.86,0,6.62,14.71
2012018,2012,2012-05-01,Subadult,Male,136,100,164,8.6,46.39,0,30.46,14.56
21389,2015,2015-05-06,Subadult,Female,114,69,144,36.61,40.04,0,8.81,14.55
20156,2005,2005-04-25,Adult,Male,121,67,137,44.82,32.55,0,8.14,14.5
21380,2015,2015-04-14,Adult,Female,114,69,144,20.38,65.15,0,0,14.48
20853,2006,2006-05-02,Adult,Male,135,65,160,10.74,52.86,0,22.16,14.26
20928,2008,2008-04-10,Adult,Male,158,89,147,30.77,48.98,0,6.05,14.2
20480,2005,2005-04-12,Adult,Female,121,67,137,0,29.56,13.06,43.28,14.12
20714,2004,2004-04-16,Subadult,Female,131,57,138,0,78.93,0,7.1,13.98
20617,2007,2007-04-06,Adult,Male,104,37,120,0,0,0.85,85.22,13.94
21034,2009,2009-05-07,Adult,Male,120,66,174,62.21,23.24,0,0.66,13.9
20986,2009,2009-03-24,Subadult,Male,120,66,174,13.25,59.07,0,14.29,13.41
20805,2005,2005-04-18,Adult,Male,121,67,137,0,34.66,52.03,0,13.32
20938,2011,2011-03-31,Subadult,Female,147,83,163,12.26,68.93,0,5.52,13.31
20474,2009,2009-04-30,Adult,Female,120,66,174,7.95,57.26,0,21.52,13.28
21251,2011,2011-04-08,Adult,Female,147,83,163,8.32,73.8,0,4.63,13.27
21307,2013,2013-04-03,Subadult,Female,127,88,168,28.11,49.37,0,9.27,13.26
21336,2013,2013-03-31,Adult,Female,127,88,168,0,76.18,0,10.65,13.18
21004,2009,2009-04-03,Adult,Female,120,66,174,6.05,53.09,0,27.71,13.16
21359,2014,2014-04-23,Subadult,Male,121,72,115,15.41,41.91,0,29.57,13.12
21387,2014,2014-04-21,Subadult,Female,121,72,115,10.75,70.68,0,5.48,13.1
9849,2005,2005-04-13,Adult,Male,121,67,137,0,17.84,5.23,63.84,13.09
20930,2008,2008-04-12,Adult,Female,158,89,147,28.46,58.47,0,0,13.08
20886,2008,2008-04-16,Adult,Male,158,89,147,8.4,54.79,0,23.76,13.06
20504,2004,2004-04-16,Adult,Female,131,57,138,2.59,63.02,0,21.4,13
21369,2014,2014-04-09,Adult,Female,121,72,115,4.46,33.21,0,49.38,12.96
21225,2011,2011-03-24,Adult,Male,147,83,163,24.1,58.51,0,4.44,12.96
20745,2004,2004-04-29,Subadult,Female,131,57,138,0,64.68,0,22.5,12.83
20889,2007,2007-04-13,Adult,Female,104,37,120,2.39,63.26,0,21.57,12.79
6524,2004,2004-04-14,Adult,Female,131,57,138,0,30.83,6.9,49.59,12.69
20839,2006,2006-04-21,Subadult,Female,135,65,160,12.02,71.12,0,4.22,12.65
20696,2004,2004-04-08,Subadult,Female,131,57,138,0,41.36,0,46.01,12.64
20228,2004,2004-04-26,Adult,Female,131,57,138,0,32.84,27.04,27.55,12.59
20446,2009,2009-05-17,Adult,Female,120,66,174,87.46,0,0,0,12.55
21328,2013,2013-03-28,Adult,Male,127,88,168,4.2,79.02,0,4.27,12.52
20899,2009,2009-04-13,Adult,Male,120,66,174,25.03,47.04,0,15.58,12.36
21045,2009,2009-05-19,Adult,Female,120,66,174,31.97,51.46,0,4.25,12.33
20110,2009,2009-05-10,Adult,Male,120,66,174,14.91,27.84,0,45.17,12.08
20886,2013,2013-04-19,Adult,Male,127,88,168,20.12,37.36,0,30.5,12.03
20963,2008,2008-05-19,Subadult,Female,158,89,147,16.11,64.51,0,7.57,11.82
21233,2011,2011-03-28,Adult,Female,147,83,163,45.12,39.19,0,3.91,11.8
20600,2010,2010-04-26,Adult,Female,135,88,148,8.8,62.77,0,16.77,11.67
20807,2013,2013-04-23,Adult,Female,127,88,168,14.71,61.07,0,12.58,11.66
20125,2004,2004-03-31,Subadult,Male,131,57,138,10.81,20.81,0,56.74,11.65
20726,2015,2015-04-17,Adult,Male,114,69,144,5.3,41.38,15.19,26.52,11.62
21364,2014,2014-03-31,Adult,Female,121,72,115,23.99,64.45,0,0,11.56
2012004,2012,2012-03-25,Adult,Female,136,100,164,9.72,33.12,0,45.64,11.53
20631,2011,2011-04-01,Adult,Male,147,83,163,20.32,6.74,0,61.43,11.52
21256,2013,2013-04-26,Adult,Male,127,88,168,71.55,4.41,0,12.55,11.51
21157,2010,2010-03-31,Adult,Female,135,88,148,9.86,69.49,0,9.23,11.43
20668,2006,2006-04-07,Adult,Male,135,65,160,25.12,56.41,0,7.07,11.41
20900,2007,2007-05-01,Adult,Male,104,37,120,49.81,35.6,0,3.25,11.34
6700,2005,2005-04-18,Adult,Female,121,67,137,0,46.15,3.64,39.05,11.17
20446,2006,2006-04-04,Adult,Female,135,65,160,5.15,58.43,0,25.31,11.11
20442,2006,2006-04-03,Adult,Female,135,65,160,21.7,62.87,0,4.4,11.04
2012023,2012,2012-05-01,Adult,Female,136,100,164,3.12,25.83,0,60.06,11
21358,2013,2013-04-26,Adult,Female,127,88,168,0,78.36,0,10.71,10.94
20796,2005,2005-04-15,Adult,Female,121,67,137,22.36,66.71,0,0,10.94
21226,2011,2011-03-24,Subadult,Female,147,83,163,0,60.84,0,28.24,10.93
20423,2014,2014-04-11,Adult,Female,121,72,115,0,51.13,4.35,33.61,10.92
20920,2008,2008-04-03,Subadult,Female,158,89,147,18.82,63.42,0,6.88,10.89
2012026,2012,2012-05-04,Adult,Female,136,100,164,16.48,67.91,0,4.83,10.78
20657,2004,2004-03-26,Adult,Female,131,57,138,27.07,57.17,0,5.02,10.77
20473,2004,2004-04-14,Adult,Male,131,57,138,42.22,31.12,2.31,13.61,10.76
2012005,2012,2012-03-26,Adult,Female,136,100,164,50.36,38.95,0,0,10.7
20457,2009,2009-04-08,Adult,Male,120,66,174,52.82,35.83,0,0.8,10.55
21367,2015,2015-04-22,Subadult,Male,114,69,144,33.59,47.11,0,8.9,10.41
21222,2010,2010-05-04,Adult,Male,135,88,148,20.79,63.06,0,5.77,10.39
22313,2016,2016-03-26,Adult,Male,139,95,169,68.54,11.21,0,10.03,10.23
2012009,2012,2012-04-28,Adult,Female,136,100,164,23.41,42.46,0,24.17,9.97
20616,2005,2005-04-29,Subadult,Male,121,67,137,13.54,39.85,0,36.74,9.89
6681,2005,2005-04-29,Adult,Male,121,67,137,5.9,45.86,0,38.45,9.81
21339,2013,2013-04-01,Adult,Female,127,88,168,25.59,65.11,0,0,9.31
32362,2009,2009-04-03,Adult,Male,120,66,174,32.52,52.67,0,5.69,9.14
20177,2004,2004-04-26,Subadult,Male,131,57,138,0,15.84,75.07,0,9.1
22316,2016,2016-03-29,Adult,Male,139,95,169,10.92,49.99,0,30.05,9.05
21015,2013,2013-04-18,Adult,Female,127,88,168,57.8,0,0,33.4,8.8
20499,2008,2008-05-14,Adult,Male,158,89,147,36.57,51.55,0,3.1,8.8
20218,2009,2009-05-03,Adult,Male,120,66,174,0.84,53.63,0,36.78,8.75
20817,2005,2005-04-26,Subadult,Female,121,67,137,27.52,63.74,0,0,8.75
20121,2006,2006-03-30,Adult,Male,135,65,160,14.05,50.05,0,27.21,8.71
21343,2014,2014-04-13,Subadult,Female,121,72,115,1.61,41.72,0,48.3,8.38
20694,2007,2007-04-02,Adult,Female,104,37,120,16.07,57.7,0,18,8.25
20846,2006,2006-04-30,Adult,Female,135,65,160,50.66,41.18,0,0,8.16
20988,2009,2009-03-27,Adult,Male,120,66,174,38.18,50.74,0,2.95,8.14
